,year_built,residential_units,commercial_units,land_sqft,gross_sqft,total_units,sale_price,NumBldgs,NumFloors,sale_month,sale_day
83744,1910,2,0,1800,1688,2,560000,2,2,9,25
83745,1899,2,0,2000,2370,2,560000,1,2,7,28
83746,1960,2,0,2850,1944,2,560000,1,3,11,28
83747,1930,4,0,2500,3198,4,560000,1,2,11,20
83748,1915,1,0,2020,864,1,560000,1,2,2,28
83751,1925,1,0,1900,1600,1,560000,2,2,12,21
83752,1910,2,0,2000,1928,2,560000,1,2,3,21
83753,1920,2,0,2000,1600,2,560000,1,2,8,23
83755,1925,1,0,4000,1710,1,560000,2,2,8,2
83756,1945,1,0,1800,1683,1,560000,1,2,10,23
83757,1940,1,0,1950,1985,1,560000,1,2,9,18
83759,1920,1,0,1680,1260,1,560000,1,2,6,14
83761,1925,1,0,2000,1472,1,560000,2,2,4,28
83762,1925,1,0,2000,1472,1,560000,1,2,12,1
83763,1930,1,0,2200,1064,1,560000,1,2,11,30
83764,1925,1,0,4000,852,1,560000,2,1,5,10
83765,1945,2,0,1533,2260,2,560000,1,2,1,31
83766,1920,2,0,1550,2232,2,560000,1,2,11,2
84027,1910,1,0,2500,1680,1,559000,1,1,11,6
84043,1925,1,0,1800,1064,1,558775,1,2,5,11
84116,2006,2,0,1797,2136,2,557525,1,3,9,14
84279,2005,2,0,2500,2400,2,555455,1,2,8,25
84497,1901,2,0,2555,3492,2,555000,1,2,6,26
84500,1960,2,0,1710,1944,2,555000,1,3,6,27
84501,1960,2,0,1710,1944,2,555000,1,3,1,6
84503,1930,2,0,2000,1925,2,555000,1,2,5,16
84504,1935,2,0,1520,1440,2,555000,1,2,10,11
84505,1940,1,0,1120,1524,1,555000,1,2,9,26
84506,1920,1,0,3000,1221,1,555000,1,1.5,8,1
84507,1930,2,0,4268,1332,2,555000,2,2,1,18
84510,1930,1,0,3000,1300,1,555000,1,2,6,28
84512,1950,2,0,3000,1750,2,555000,1,2,12,27
84665,1930,1,0,1530,1124,1,554625,1,2,6,28
84682,1935,3,0,2000,2465,3,554000,1,2,7,20
84766,1950,1,0,1800,1152,1,552500,1,2,2,24
84815,1910,2,0,2400,2400,2,551891,2,2,4,28
84851,1935,1,0,1800,1092,1,551000,2,2,11,30
85740,1899,1,0,1425,1368,1,550000,1,2,5,10
85741,1910,4,0,1900,2655,4,550000,1,3,7,7
85742,1925,2,0,2500,1998,2,550000,1,2,12,8
85743,1930,2,0,3333,1360,2,550000,1,2,11,7
85749,1930,2,0,2500,2160,2,550000,2,2,1,20
85750,1930,2,0,2500,2120,2,550000,1,2,4,5
85751,1930,2,1,1700,2312,3,550000,1,2,2,2
85753,1910,2,0,2000,2700,2,550000,1,3,3,1
85754,1920,6,0,1800,3402,6,550000,1,3,10,20
85765,1980,1,0,2368,1280,1,550000,1,2,3,21
85766,1915,2,0,2000,2500,2,550000,1,2,3,8
85769,1910,2,0,1140,1360,2,550000,1,2,8,16
85770,1920,2,0,3000,2152,2,550000,1,2,3,23
85771,1910,2,0,2417,4070,2,550000,2,2,3,13
85772,1899,3,0,1750,2284,3,550000,1,2,8,8
85775,1990,1,0,2782,1132,1,550000,1,2,11,30
85776,1920,1,0,4000,1200,1,550000,1,2,1,9
85777,1910,2,0,2340,2000,2,550000,1,2,8,30
85778,1910,2,0,2340,2000,2,550000,1,2,8,29
85779,1925,2,1,1600,3300,3,550000,1,3,12,21
85780,1925,2,0,2250,2168,2,550000,2,2,10,3
85781,1960,2,0,1605,1836,2,550000,2,3,4,11
85782,1901,3,0,2000,3000,3,550000,1,3,1,17
85783,2004,3,0,2500,3060,3,550000,1,3,4,28
85784,2007,3,0,2500,4200,3,550000,1,3,1,31
85785,1965,3,0,1800,1944,3,550000,1,3,3,9
85787,1910,3,0,2000,2820,3,550000,1,3,1,11
85789,1910,1,0,1875,1344,1,550000,2,2,12,7
85790,1910,1,0,2000,1496,1,550000,1,2,12,29
85791,1930,1,0,1950,1290,1,550000,2,2,9,7
85792,1925,1,0,2100,1652,1,550000,1,2.5,10,31
85793,1940,1,0,2150,840,1,550000,2,1,12,8
85794,1925,1,0,2000,1326,1,550000,1,2,6,30
85795,1930,1,0,2635,1640,1,550000,1,2.5,5,31
85796,1930,2,0,3000,2300,2,550000,2,2,1,23
85797,1920,2,0,2000,1312,2,550000,2,2,11,30
85798,1901,2,0,2120,2400,2,550000,1,3,12,1
85799,1945,2,0,2000,1840,2,550000,1,1,12,7
85800,1930,1,0,2500,1666,1,550000,2,2,5,25
85801,1935,1,0,2400,1580,1,550000,2,2.5,11,21
85802,1925,1,0,2700,1152,1,550000,2,2,4,13
85803,1945,2,0,1667,1582,2,550000,1,2,11,27
85804,1920,2,0,1785,1344,2,550000,1,2,1,12
85808,1925,1,0,1850,1683,1,550000,1,2,6,6
85809,1925,1,0,1530,1036,1,550000,1,2,12,15
85810,1920,1,0,1800,994,1,550000,2,2,8,16
85811,1925,1,0,1800,1064,1,550000,2,2,5,24
85812,1925,1,0,2000,1260,1,550000,2,2,9,15
85813,1930,2,0,2500,1600,2,550000,2,2,4,6
85814,1901,2,0,1250,1960,2,550000,1,3,12,7
85815,1901,2,0,1786,1824,2,550000,1,2,12,20
85816,1910,3,0,1628,2430,3,550000,1,3,6,12
85820,1950,2,0,2567,2320,2,550000,1,3,9,13
85821,1950,2,0,2000,1540,2,550000,1,1,12,15
85825,1940,2,0,2600,1739,2,550000,1,1,1,31
85826,1940,1,0,2263,1120,1,550000,1,2,2,9
86411,2007,2,0,1800,1550,2,549000,1,2,4,21
86413,1925,1,0,2500,956,1,549000,2,2,2,27
86551,1930,1,0,2000,1726,1,547000,2,2,4,19
86595,1925,1,0,2000,1600,1,545999,2,2,11,21
86869,1930,2,0,2700,2080,2,545000,2,2,1,19
86871,1910,2,0,2500,2000,2,545000,1,2,11,27
86872,2009,2,0,2300,2505,2,545000,1,3,2,6
86873,1925,2,0,2400,2320,2,545000,2,2,5,18
86874,1922,4,0,2708,3300,4,545000,1,2,4,25
86876,1930,1,0,1175,960,1,545000,1,2,1,18
86878,1920,1,0,1785,1089,1,545000,1,1.75,12,27
86881,1899,2,0,1393,2000,2,545000,1,2,5,8
87129,1930,4,0,2500,3750,4,542865,1,2,9,25
87186,1925,1,0,3040,1348,1,542000,2,2,1,20
87187,1901,2,0,2000,2400,2,542000,2,2,1,12
87211,1945,1,0,3570,1140,1,541500,2,1.67,10,26
87228,1920,2,0,1587,1376,2,541000,1,2,3,16
87650,2001,1,0,2592,2448,1,540000,1,2,6,8
87651,1920,2,0,2275,1312,2,540000,2,2,6,5
87652,1901,2,0,2000,2240,2,540000,1,2,3,17
87653,1930,4,0,2450,2920,4,540000,1,2,5,4
87661,1899,2,0,1991,2465,2,540000,1,3,6,19
87662,1899,1,0,2108,1350,1,540000,2,2,10,4
87665,1910,3,0,2000,2508,3,540000,1,3,5,11
87666,1910,1,0,2000,1578,1,540000,2,2,11,21
87667,1920,1,0,2050,1305,1,540000,2,2,3,31
87668,1920,1,0,2000,1536,1,540000,2,2.5,8,22
87669,1910,2,0,2000,3090,2,540000,1,2,10,25
87671,1920,2,0,2000,1768,2,540000,2,2,9,27
87672,1910,2,0,1958,1996,2,540000,1,2,3,9
87673,1935,1,0,1800,2106,1,540000,1,2.5,5,22
87674,1940,2,0,1600,1672,2,540000,1,2,2,27
87675,1940,1,0,2600,1436,1,540000,1,1.5,8,10
87676,1930,1,0,2300,1728,1,540000,2,2,6,6
87677,1930,1,0,1800,960,1,540000,1,2,11,15
87681,1930,1,0,2000,1276,1,540000,1,2,6,20
87682,1920,1,0,1900,1248,1,540000,2,2,5,1
87683,1920,1,0,2400,1280,1,540000,1,2,10,4
87684,1931,2,1,1950,1800,3,540000,1,2,9,25
87686,1901,2,0,2000,3060,2,540000,1,2,7,27
88017,1920,1,0,2000,1404,1,539000,2,2,6,28
88018,1920,1,0,1800,1300,1,539000,1,2.5,3,30
88080,1930,1,0,1975,1390,1,538000,1,2,1,31
88168,1960,2,0,2400,2544,2,537000,1,2,9,12
88211,1910,1,0,2050,1519,1,536000,1,2.75,6,13
88505,1925,1,0,2000,1036,1,535000,1,2,6,19
88509,1920,3,0,2242,2539,3,535000,1,3,6,2
88512,1988,1,0,2572,1428,1,535000,1,2,8,11
88513,1960,1,0,2375,1248,1,535000,1,2,10,31
88516,1910,1,0,2000,1635,1,535000,1,2,5,15
88518,1925,1,1,2500,1400,2,535000,1,2,1,31
88519,1955,2,0,2000,1952,2,535000,1,2,12,1
88520,1925,1,0,2000,1504,1,535000,2,2,4,28
88524,1925,1,0,2500,1414,1,535000,2,2,4,4
88528,1925,1,0,1530,1036,1,535000,1,2,1,11
88529,1930,2,0,2000,2460,2,535000,1,1.75,4,6
88530,1920,4,0,2500,2480,4,535000,2,2,9,1
88531,1910,2,1,1601,3300,3,535000,2,3,1,9
88534,1925,1,0,2000,1237,1,535000,1,2,2,14
88535,1930,1,0,2000,1260,1,535000,1,2,2,7
88537,1950,2,0,1800,1863,2,535000,1,2,4,6
88823,1935,1,0,2500,1344,1,534000,1,2,1,3
88851,1899,2,0,2000,2796,2,533333,1,2,1,27
88885,1910,2,0,1800,1836,2,533000,1,2,6,6
88967,1925,1,0,1253,1272,1,531989,1,2,4,27
89005,1920,1,0,2000,1248,1,531000,1,2,11,20
89029,1925,2,0,2400,1216,2,530500,1,2,9,25
89416,1950,1,0,845,892,1,530000,1,2,5,5
89418,1899,2,0,1800,2280,2,530000,1,2,8,17
89420,1925,2,0,1680,1403,2,530000,1,2,5,25
89425,1905,2,0,1958,1566,2,530000,1,2,3,10
89435,1915,2,0,2500,2400,2,530000,1,2,11,28
89436,1910,2,0,2500,1600,2,530000,1,2,6,29
89437,1910,3,0,2500,2696,3,530000,1,3,7,14
89438,1910,3,0,1800,3000,3,530000,1,3,2,8
89439,1920,1,0,1940,1592,1,530000,1,2,3,2
89440,1905,1,0,2000,1552,1,530000,1,2,8,15
89441,1930,2,0,1575,1845,2,530000,2,2,3,13
89442,1940,2,0,1800,1710,2,530000,1,2,10,21
89443,1940,3,0,1783,1938,3,530000,2,2,6,12
89444,1925,1,0,1833,1890,1,530000,2,2,8,31
89446,1965,1,0,3825,2024,1,530000,2,2,10,31
89447,1945,2,0,2678,1018,2,530000,1,1.67,11,27
89450,1955,1,0,2000,1815,1,530000,1,2,11,21
89451,1925,1,0,2500,954,1,530000,1,2,10,16
89453,1910,2,0,2003,1922,2,530000,1,2,4,6
89454,1901,3,0,2003,3072,3,530000,1,2,1,13
89696,1925,1,0,1800,938,1,529490,2,2,11,9
89697,1901,2,0,2679,1840,2,529490,1,2,7,28
89779,1950,1,0,1675,1216,1,529000,1,2,8,9
89780,1945,1,0,1957,1400,1,529000,2,2,5,3
89781,1920,1,0,1333,1168,1,529000,1,2,4,28
89824,1910,2,0,2000,3000,2,528424,1,2,8,14
89825,1920,1,0,2150,1248,1,528410,2,2,11,16
89853,1901,3,0,2000,3053,3,528000,1,2,12,1
89899,2007,2,0,2200,1628,2,527453,1,2,7,19
89900,2007,2,0,1800,1628,2,527453,1,2,9,27
89998,1905,3,0,1636,3480,3,526000,2,3,5,25
90006,1920,1,0,2683,1440,1,525700,2,2,4,27
90477,1899,1,0,1033,1395,1,525000,1,2,7,18
90491,1901,2,0,2512,2990,2,525000,1,2,6,30
90492,1920,2,0,1715,1728,2,525000,1,2,9,18
90495,1935,1,1,2000,2720,2,525000,1,2,7,12
90496,1930,2,0,2683,2128,2,525000,2,2,9,28
90497,2006,2,0,1745,3036,2,525000,1,2,10,19
90498,1910,3,0,1877,1668,3,525000,1,2,2,10
90503,1931,0,3,1708,2412,3,525000,1,2,3,6
90504,1920,1,0,3000,960,1,525000,2,2,11,21
90505,1940,1,0,1600,1520,1,525000,1,2,10,19
90506,1905,3,0,2000,2260,3,525000,1,2,4,26
90507,1905,3,0,2000,2312,3,525000,1,2,4,26
90510,1925,1,0,2240,2144,1,525000,1,3,11,20
90511,1910,1,0,2139,1376,1,525000,1,2,12,4
90512,1955,2,0,1643,1938,2,525000,1,2,3,13
90514,1925,1,0,1785,1352,1,525000,1,2,10,19
90519,1925,1,0,1800,1064,1,525000,1,2,11,14
90520,1925,1,0,1530,1066,1,525000,2,2,6,22
90521,1925,1,0,1800,1036,1,525000,2,2,11,17
90522,1925,1,0,1800,1078,1,525000,2,2,6,13
90523,1925,1,0,1800,924,1,525000,2,2,10,31
90524,2005,3,0,1894,3123,3,525000,1,3,3,24
90527,1930,1,0,2000,1316,1,525000,1,2,7,17
90531,1927,6,0,2504,4980,6,525000,1,3,7,19
90859,1920,1,0,2000,1051,1,524000,2,1.75,8,24
90903,1910,2,0,2000,1520,2,523000,1,2,2,22
90920,1950,1,0,4500,972,1,522500,1,1,8,7
90931,1901,3,0,1933,2565,3,522300,1,3,3,31
90938,1899,2,0,1700,2510,2,522025,1,2,6,30
90994,1901,3,0,2500,2440,3,521310,1,2,8,9
91030,1960,1,0,2000,2100,1,521000,1,2,1,26
91032,1920,1,0,1333,962,1,521000,1,2,6,16
91052,1910,2,0,2000,1992,2,520427,1,2,7,25
91056,1920,1,0,1800,1120,1,520278,1,2,9,28
91463,1930,1,1,1082,2100,2,520000,1,2,5,10
91466,1985,1,0,2375,1200,1,520000,1,2,11,7
91469,1910,1,0,1905,1224,1,520000,1,2,10,5
91470,1910,2,0,2182,1704,2,520000,2,2,9,18
91471,1901,3,0,2392,2520,3,520000,2,2,2,21
91472,1997,3,0,2750,2580,3,520000,1,3,4,3
91473,1910,1,0,2000,1020,1,520000,1,2,3,23
91474,1960,1,0,1800,1332,1,520000,1,2,12,1
91475,1950,3,0,2200,2963,3,520000,2,2,1,13
91478,1915,2,0,1482,1980,2,520000,1,2,2,21
91480,1955,1,0,2000,1600,1,520000,1,2,10,3
91481,1940,1,0,1600,1356,1,520000,1,2,6,23
91482,1925,2,0,1800,868,2,520000,1,2,9,22
91768,1935,1,0,2400,1280,1,519000,1,2,1,27
91769,1920,2,0,1417,1236,2,519000,2,2,6,12
91770,1925,1,0,2000,1320,1,519000,1,2,3,24
91839,1993,1,0,1804,1344,1,518000,1,2,8,30
91840,1985,1,0,1663,1344,1,518000,1,2,7,5
91883,1905,1,0,1800,609,1,517207,1,1,5,9
91905,1993,1,0,1664,1344,1,517000,1,2,7,17
91906,1925,1,0,2000,1207,1,517000,2,2,10,30
91922,1929,2,1,1161,3036,3,516667,1,3,2,2
92248,1901,2,0,2500,2080,2,515000,1,2,10,12
92249,1992,1,0,1800,1116,1,515000,1,2,10,31
92250,2005,2,0,1580,2922,2,515000,1,2,9,18
92251,1910,2,0,2730,2000,2,515000,1,2,11,6
92252,1925,2,0,2333,1512,2,515000,2,2,2,7
92253,2000,2,0,2075,1998,2,515000,1,2,7,17
92254,1930,1,0,1550,1352,1,515000,2,2,3,16
92255,1925,1,0,2000,1170,1,515000,2,2,7,19
92256,1950,1,0,1800,1284,1,515000,1,2,8,7
92257,1945,2,0,1360,2009,2,515000,1,2,11,20
92259,1960,1,0,1800,1188,1,515000,1,2,7,19
92260,1910,0,1,2141,4013,1,515000,1,2,10,27
92262,1925,1,0,2600,1296,1,515000,2,2,2,24
92263,1925,1,0,2300,1090,1,515000,2,2,11,13
92267,1910,2,0,1818,1260,2,515000,1,2,10,20
92457,1899,1,0,2000,1092,1,513692,1,2,10,5
92475,1960,2,0,3000,1760,2,513000,2,2,10,12
92506,1925,1,0,2000,600,1,512500,1,1,1,12
92543,1915,1,0,3125,1416,1,512000,1,2,7,10
92581,1899,3,0,1833,3448,3,511000,1,3,8,18
92582,1930,2,1,978,2016,3,511000,1,3,1,11
92947,1993,1,0,1246,1344,1,510000,1,2,10,16
92950,1930,4,0,2500,3198,4,510000,1,2,8,29
92951,1899,1,0,2000,1848,1,510000,1,2,6,20
92955,1910,1,0,1800,1650,1,510000,1,2,5,2
92956,1940,1,0,2150,1554,1,510000,1,1,6,2
92957,1920,1,0,2000,1280,1,510000,1,2,12,20
92958,1935,3,0,2000,2320,3,510000,1,2,6,14
92959,1940,1,0,1817,1773,1,510000,1,2,10,26
92960,1945,2,0,1900,1880,2,510000,1,2,5,10
92961,1960,2,0,2400,2472,2,510000,1,2,5,19
92963,1930,1,0,1738,1008,1,510000,1,2,6,28
92964,1955,1,0,1440,1216,1,510000,1,2,7,6
92968,1930,1,0,2000,840,1,510000,1,2,6,28
92970,1920,1,0,2000,1316,1,510000,2,2,6,15
92971,1960,2,0,2058,1757,2,510000,1,1,6,26
92972,1985,1,0,2000,1520,1,510000,1,2,7,14
93151,1994,0,1,2500,600,1,509125,1,2,4,19
93152,1901,1,1,1000,1800,2,509125,1,2,4,3
93194,1950,1,0,1444,1828,1,509000,1,2,9,7
93195,1930,1,0,2500,1800,1,509000,2,2,1,23
93196,1930,2,0,1800,2220,2,509000,1,2,5,22
93240,1930,1,0,2000,1374,1,508000,1,2,4,14
93273,1901,2,0,1080,1232,2,507500,1,3,10,25
93335,1925,1,0,3756,2243,1,507000,2,2.75,5,8
93338,1899,2,0,2500,2096,2,507000,2,2,11,15
93394,1930,2,0,2000,1880,2,506255,1,2,3,30
93415,1920,1,0,2000,1288,1,506000,2,2,10,6
93481,2003,2,0,2000,1920,2,505323,1,2,6,15
93647,1899,1,0,2500,625,1,505000,2,1.5,1,5
93648,1920,1,0,1600,2080,1,505000,1,1,4,10
93650,1930,2,0,2350,1760,2,505000,2,2,6,23
93652,1925,1,0,2660,1800,1,505000,2,2,2,3
93653,1940,1,0,2162,1608,1,505000,2,2,12,18
93654,1940,1,0,1710,1890,1,505000,1,2,1,19
93655,1960,1,0,1800,1296,1,505000,1,2,10,31
93658,1960,2,0,2150,1696,2,505000,1,1,4,14
93733,2008,2,0,1025,2255,2,504500,1,3,12,5
93746,1984,1,0,2450,1504,1,504064,1,2,2,15
93808,1989,1,0,1652,1344,1,503000,1,2,7,17
93861,1920,2,0,850,1280,2,502000,1,2,7,27
94714,1910,6,0,3466,3708,6,500000,2,3,8,29
94715,1925,2,0,1473,1950,2,500000,1,2,7,1
94716,1925,2,0,1130,1296,2,500000,1,2,4,28
94717,1901,1,0,1875,2025,1,500000,1,2,2,28
94718,1931,2,0,1643,3750,2,500000,1,3,10,16
94719,1899,2,0,2000,2280,2,500000,1,2,6,23
94720,1920,2,0,2500,0,2,500000,1,2,4,30
94721,1899,3,0,1683,3500,3,500000,1,3,3,6
94723,1925,1,0,2000,1036,1,500000,2,2,4,28
94726,1930,3,0,2500,1872,3,500000,1,2,5,22
94729,1930,1,1,2100,1190,2,500000,1,2,5,31
94730,1920,2,0,1800,2430,2,500000,1,2,10,30
94731,1998,2,0,2017,1960,2,500000,1,2,11,29
94732,1931,3,0,1883,2544,3,500000,1,2,11,17
94743,1901,2,0,1238,2208,2,500000,1,3,9,7
94747,1989,1,0,1652,1344,1,500000,1,2,7,17
94749,1910,1,0,2000,2100,1,500000,1,2,1,31
94752,1930,2,0,1800,1398,2,500000,1,2,10,20
94753,2001,2,0,1586,2000,2,500000,1,2,8,29
94754,1901,2,0,1240,1200,2,500000,1,2,3,10
94755,1975,2,0,1740,2175,2,500000,1,2,4,11
94756,1910,3,0,1116,1944,3,500000,1,2,7,18
94758,1899,3,0,3200,2656,3,500000,1,2.5,7,18
94760,1925,1,0,2000,2400,1,500000,2,2,10,13
94761,1925,1,0,3000,1619,1,500000,2,2,3,17
94762,1915,1,0,2000,1560,1,500000,1,2,10,30
94763,1920,2,0,2000,2080,2,500000,1,2,10,31
94764,1920,2,0,2000,1530,2,500000,2,2,11,3
94765,1910,2,0,6000,2168,2,500000,2,2,11,30
94766,1930,2,0,1758,2142,2,500000,2,2,7,26
94767,1940,2,0,1600,1520,2,500000,1,2,11,13
94768,1920,2,0,2925,3286,2,500000,1,2.75,8,8
94769,1910,3,0,2000,3000,3,500000,1,2,4,24
94770,2004,3,0,2000,3276,3,500000,1,3,11,9
94773,1920,2,0,2050,1960,2,500000,2,2,11,21
94774,1950,1,0,1800,1284,1,500000,1,2,8,17
94775,1950,2,0,2000,2460,2,500000,1,2,6,21
94776,1931,1,1,968,1600,2,500000,1,2,6,26
94777,1955,1,0,1500,1885,1,500000,1,2,1,9
94778,1920,1,0,3600,1219,1,500000,1,1,6,21
94779,1955,1,0,1440,1216,1,500000,1,2,4,5
94780,1940,2,0,3570,3038,2,500000,1,1.5,7,27
94784,1905,2,0,3100,2520,2,500000,2,2,12,22
94785,1925,1,0,2805,1191,1,500000,1,1.75,9,28
94786,1925,1,0,1800,938,1,500000,1,2,10,2
94787,1925,1,0,2000,876,1,500000,1,1,11,21
94788,1931,0,1,2000,1440,1,500000,2,1,5,9
94789,1920,3,0,1600,2802,3,500000,1,3,5,17
94793,1935,1,0,2400,1696,1,500000,2,2,1,11
94795,1920,1,0,1733,1166,1,500000,2,2.75,8,31
94796,1955,1,0,3000,1601,1,500000,1,1,10,12
94797,1925,1,0,3250,1608,1,500000,2,2,6,12
94798,1960,2,0,2000,1659,2,500000,1,1,4,18
94799,1960,2,0,2000,1638,2,500000,1,1,12,21
94802,1985,1,0,2000,1520,1,500000,1,2,11,28
94803,1945,2,0,2200,1655,2,500000,1,1,9,8
94805,1920,1,0,1076,612,1,500000,1,1,7,17
94807,1920,2,0,2003,1992,2,500000,1,2,1,23
94809,1901,2,0,2000,2400,2,500000,2,2,11,13
94810,1899,2,0,1600,1712,2,500000,1,2,9,26
95246,1905,2,0,2500,2080,2,499999,1,2,3,3
95247,1901,1,0,1600,850,1,499999,1,2,3,29
95248,1920,1,0,1680,1140,1,499999,2,2,3,24
95249,1960,1,0,1800,1224,1,499999,1,2,11,1
95250,1940,1,1,2000,895,2,499999,1,1,6,27
95313,1940,2,0,2475,1606,2,499990,1,2,3,16
95537,1920,1,0,1800,1105,1,499500,1,1.5,12,27
95538,1940,1,0,1600,1320,1,499500,1,2,9,5
96045,1901,3,0,1933,2610,3,499000,1,3,11,27
96050,1910,2,0,2753,2310,2,499000,2,2,7,21
96052,1930,3,0,2008,2720,3,499000,1,2,1,9
96053,1930,4,0,2940,3198,4,499000,2,2,9,26
96054,1925,1,0,2400,1136,1,499000,1,2.75,11,21
96055,1955,1,0,1440,1216,1,499000,1,2,5,15
96058,1960,1,0,2100,1152,1,499000,1,2,1,6
96059,1899,1,0,1439,950,1,499000,1,2,10,18
96062,1925,1,0,2050,1276,1,499000,2,2,11,30
96067,1905,1,0,2000,1156,1,499000,1,2,5,16
96258,2006,2,0,2000,2080,2,498888,1,2,7,7
96259,1930,1,0,1800,952,1,498888,1,2,10,18
96373,1945,2,0,2043,946,2,498000,1,1.5,8,7
96603,1910,2,0,1605,1190,2,496250,1,2,5,10
96994,1899,2,0,1667,2100,2,495000,1,2,2,15
97001,1920,6,0,2000,4800,6,495000,1,3,3,24
97002,1920,1,0,3138,1600,1,495000,1,2,3,21
97003,1899,2,0,1600,1332,2,495000,1,2,3,10
97004,1920,2,0,1600,1384,2,495000,1,2,5,4
97005,1940,1,0,1995,1344,1,495000,1,2.5,5,22
97006,1945,2,0,1892,1560,2,495000,1,2,2,24
97007,1920,3,0,3500,3600,3,495000,2,3,5,2
97008,1950,2,0,2567,1730,2,495000,1,1,7,28
97009,1925,1,0,1800,1738,1,495000,1,1.75,11,8
97012,1940,2,0,1997,2036,2,495000,1,2,11,21
97015,1960,1,0,5033,1908,1,495000,1,2,1,27
97016,1899,2,0,2500,1000,2,495000,1,2,9,27
97017,1930,1,0,2500,1598,1,495000,2,2,6,19
97020,1910,1,0,2023,635,1,495000,1,1,7,27
97308,1920,1,0,1250,1170,1,493000,1,2,3,13
97355,1925,2,0,3639,2680,2,492500,2,2,7,24
97399,1930,1,0,2600,1764,1,492000,1,1,3,13
97983,1931,4,1,2500,4125,5,490000,1,3,7,20
97987,1910,1,0,2500,1180,1,490000,2,2,3,15
97988,1910,2,0,2500,1900,2,490000,1,2,3,15
97989,1965,2,0,2917,2000,2,490000,1,2,8,4
97990,1930,1,0,1512,1080,1,490000,2,2,2,6
97991,1905,2,0,2000,1488,2,490000,1,2,8,16
97993,1945,1,0,1600,1216,1,490000,1,2,6,23
97994,1930,1,0,2000,1568,1,490000,2,2.5,10,11
97995,1925,2,0,1833,1404,2,490000,2,2,3,20
97997,1954,1,0,2200,1116,1,490000,1,2,2,2
97998,1960,2,0,2000,2340,2,490000,1,3,8,9
98002,1930,1,0,1800,1036,1,490000,1,2,2,2
98003,1920,1,0,2250,1146,1,490000,1,2,3,27
98007,1960,2,0,2300,1728,2,490000,1,2,7,17
98195,1910,2,0,1800,1836,2,489672,1,2,5,24
98225,1920,1,0,2400,1312,1,489250,1,2,2,7
98306,1899,2,0,2000,3800,2,488500,1,3,4,21
98527,1920,1,0,1603,1024,1,486720,2,2,1,31
98581,1920,1,1,3000,2140,2,486500,2,2,12,28
98642,1935,1,0,1800,1092,1,485500,2,2,3,10
98952,1899,2,0,3625,1980,2,485000,1,2,8,9
98955,1931,6,0,1903,3900,6,485000,1,3,11,27
98960,1915,1,0,2500,1036,1,485000,2,2,3,27
98961,1920,1,0,2000,1378,1,485000,2,2,7,7
98962,1910,1,0,4000,1040,1,485000,2,2,1,26
98964,1925,1,0,2033,1376,1,485000,2,2,2,8
98965,1945,2,0,2750,1996,2,485000,1,2,5,23
98968,1929,1,1,1530,1800,2,485000,1,2,7,12
98969,1925,1,0,1800,868,1,485000,1,2,2,6
98970,1925,1,0,2000,1372,1,485000,2,2,1,26
98971,1920,0,1,1920,1296,1,485000,1,2.5,11,22
98973,1955,2,0,2000,1540,2,485000,1,1,1,13
99134,1930,4,0,2650,3520,4,484275,1,2,4,6
99246,1920,1,0,3000,1616,1,483000,1,2.5,1,20
99487,1935,1,0,1900,994,1,480500,1,2,12,11
99908,1905,2,0,2000,2520,2,480000,1,2,11,16
99912,1950,2,0,1807,2000,2,480000,1,2,2,9
99915,1985,1,0,2380,1280,1,480000,1,2,5,16
99917,1915,4,2,2789,4992,6,480000,1,3,2,21
99918,1945,2,0,2000,2030,2,480000,1,2,1,9
99920,1910,2,0,2130,1130,2,480000,1,2,10,18
99922,1933,1,1,2000,2522,2,480000,2,2,4,25
99923,1940,1,0,1400,1260,1,480000,2,2,5,4
99924,1910,2,1,2000,2515,3,480000,1,2,3,16
99925,1935,3,0,2500,3924,3,480000,2,2,2,2
99926,1950,1,0,2150,906,1,480000,1,1,8,28
99927,1925,2,0,2294,2480,2,480000,2,2,1,11
99929,1930,1,0,3600,2274,1,480000,1,2,1,30
99930,1965,1,0,1479,1360,1,480000,1,2,8,28
99931,1930,1,0,2642,780,1,480000,1,1,3,21
99933,1899,2,0,1387,1848,2,480000,1,2,6,5
99935,1940,1,0,1600,1320,1,480000,1,2,10,27
99936,1945,2,0,2000,1888,2,480000,1,1,11,15
99937,1899,3,0,2003,3536,3,480000,1,3,4,20
100154,1955,1,0,2167,1566,1,479500,1,1,2,1
100306,1920,1,0,1600,1280,1,478000,2,2,6,21
100349,1920,1,0,1569,1260,1,477500,1,2,6,19
100350,1930,1,0,1800,952,1,477500,1,2,11,16
100397,1925,1,0,2000,1304,1,477000,1,2,2,23
100629,1965,1,0,1800,2028,1,475500,1,2,4,6
101138,1925,1,0,2000,1036,1,475000,2,2,10,27
101139,1930,2,0,2988,3685,2,475000,2,2,8,7
101144,1901,2,1,1406,2792,3,475000,1,2,3,29
101145,1899,2,0,2000,2000,2,475000,1,2,6,5
101156,1960,1,0,2430,1088,1,475000,1,2,3,30
101157,1901,2,0,1800,2000,2,475000,1,2,9,7
101158,1910,2,0,2000,1240,2,475000,1,2,1,20
101159,1901,2,1,1975,3952,3,475000,1,3,5,2
101160,1910,2,0,2250,2280,2,475000,1,2,8,9
101161,1920,3,0,1500,3000,3,475000,1,3,6,27
101163,1922,4,0,2708,3300,4,475000,1,2,5,1
